User_ID,Date,Category,Amount,Type,Description,Active_Goal_ID,Goal_Name,Goal_Target_Amount,Goal_Deadline
u_101,2025-03-01,Income,50000,Credit,Salary,g_u_101_1,Goa Trip,27867,2025-04-01
u_101,2025-03-01,Housing,15000,Debit,Rent,g_u_101_1,Goa Trip,27867,2025-04-01
u_101,2025-03-01,Transport,206,Debit,Transport Purchase,g_u_101_1,Goa Trip,27867,2025-04-01
u_101,2025-03-06,Food,1114,Debit,Food Purchase,g_u_101_1,Goa Trip,27867,2025-04-01
u_101,2025-03-08,Bills,1122,Debit,Bills Purchase,g_u_101_1,Goa Trip,27867,2025-04-01
u_101,2025-03-11,Food,403,Debit,Food Purchase,g_u_101_1,Goa Trip,27867,2025-04-01
u_101,2025-03-19,Transport,204,Debit,Transport Purchase,g_u_101_1,Goa Trip,27867,2025-04-01
u_101,2025-03-26,Transport,307,Debit,Transport Purchase,g_u_101_1,Goa Trip,27867,2025-04-01
u_101,2025-03-28,Entertainment,1029,Debit,Entertainment Purchase,g_u_101_1,Goa Trip,27867,2025-04-01
u_101,2025-03-29,Entertainment,1606,Debit,Entertainment Purchase,g_u_101_1,Goa Trip,27867,2025-04-01
u_101,2025-03-30,Food,1111,Debit,Food Purchase,g_u_101_1,Goa Trip,27867,2025-04-01
u_101,2025-03-31,Food,1401,Debit,Food Purchase,g_u_101_1,Goa Trip,27867,2025-04-01
u_101,2025-04-01,Income,50000,Credit,Salary,g_u_101_1,Goa Trip,27867,2025-04-01
u_101,2025-04-01,Housing,15000,Debit,Rent,g_u_101_1,Goa Trip,27867,2025-04-01
u_101,2025-04-03,Shopping,2692,Debit,Shopping Purchase,g_u_101_2,Investments,103437,2025-06-30
u_101,2025-04-04,Transport,95,Debit,Transport Purchase,g_u_101_2,Investments,103437,2025-06-30
u_101,2025-04-05,Shopping,1738,Debit,Shopping Purchase,g_u_101_2,Investments,103437,2025-06-30
u_101,2025-04-06,Transport,310,Debit,Transport Purchase,g_u_101_2,Investments,103437,2025-06-30
u_101,2025-04-07,Entertainment,697,Debit,Entertainment Purchase,g_u_101_2,Investments,103437,2025-06-30
u_101,2025-04-09,Food,1376,Debit,Food Purchase,g_u_101_2,Investments,103437,2025-06-30
u_101,2025-04-11,Transport,331,Debit,Transport Purchase,g_u_101_2,Investments,103437,2025-06-30
u_101,2025-04-13,Health,1016,Debit,Health Purchase,g_u_101_2,Investments,103437,2025-06-30
u_101,2025-04-14,Bills,2238,Debit,Bills Purchase,g_u_101_2,Investments,103437,2025-06-30
u_101,2025-04-15,Health,1800,Debit,Health Purchase,g_u_101_2,Investments,103437,2025-06-30
u_101,2025-04-18,Bills,1154,Debit,Bills Purchase,g_u_101_2,Investments,103437,2025-06-30
u_101,2025-04-23,Food,103,Debit,Food Purchase,g_u_101_2,Investments,103437,2025-06-30
u_101,2025-04-24,Transport,197,Debit,Transport Purchase,g_u_101_2,Investments,103437,2025-06-30
u_101,2025-04-25,Health,1654,Debit,Health Purchase,g_u_101_2,Investments,103437,2025-06-30
u_101,2025-04-28,Transport,327,Debit,Transport Purchase,g_u_101_2,Investments,103437,2025-06-30
u_101,2025-04-29,Health,1348,Debit,Health Purchase,g_u_101_2,Investments,103437,2025-06-30
u_101,2025-05-01,Income,50000,Credit,Salary,g_u_101_2,Investments,103437,2025-06-30
u_101,2025-05-01,Housing,15000,Debit,Rent,g_u_101_2,Investments,103437,2025-06-30
u_101,2025-05-03,Transport,193,Debit,Transport Purchase,g_u_101_2,Investments,103437,2025-06-30
u_101,2025-05-04,Transport,122,Debit,Transport Purchase,g_u_101_2,Investments,103437,2025-06-30
u_101,2025-05-05,Bills,1514,Debit,Bills Purchase,g_u_101_2,Investments,103437,2025-06-30
u_101,2025-05-06,Food,425,Debit,Food Purchase,g_u_101_2,Investments,103437,2025-06-30
u_101,2025-05-13,Bills,1594,Debit,Bills Purchase,g_u_101_2,Investments,103437,2025-06-30
u_101,2025-05-15,Entertainment,628,Debit,Entertainment Purchase,g_u_101_2,Investments,103437,2025-06-30
u_101,2025-05-17,Shopping,2734,Debit,Shopping Purchase,g_u_101_2,Investments,103437,2025-06-30
u_101,2025-05-18,Shopping,890,Debit,Shopping Purchase,g_u_101_2,Investments,103437,2025-06-30
u_101,2025-05-19,Health,963,Debit,Health Purchase,g_u_101_2,Investments,103437,2025-06-30
u_101,2025-05-21,Food,1480,Debit,Food Purchase,g_u_101_2,Investments,103437,2025-06-30
u_101,2025-05-22,Shopping,2406,Debit,Shopping Purchase,g_u_101_2,Investments,103437,2025-06-30
u_101,2025-05-24,Health,988,Debit,Health Purchase,g_u_101_2,Investments,103437,2025-06-30
u_101,2025-05-28,Health,1078,Debit,Health Purchase,g_u_101_2,Investments,103437,2025-06-30
u_101,2025-05-29,Entertainment,1281,Debit,Entertainment Purchase,g_u_101_2,Investments,103437,2025-06-30
u_101,2025-05-30,Shopping,823,Debit,Shopping Purchase,g_u_101_2,Investments,103437,2025-06-30
u_101,2025-05-31,Shopping,2454,Debit,Shopping Purchase,g_u_101_2,Investments,103437,2025-06-30
u_101,2025-06-01,Income,50000,Credit,Salary,g_u_101_2,Investments,103437,2025-06-30
u_101,2025-06-01,Housing,15000,Debit,Rent,g_u_101_2,Investments,103437,2025-06-30
u_101,2025-06-04,Health,1831,Debit,Health Purchase,g_u_101_2,Investments,103437,2025-06-30
u_101,2025-06-06,Food,178,Debit,Food Purchase,g_u_101_2,Investments,103437,2025-06-30
u_101,2025-06-07,Transport,391,Debit,Transport Purchase,g_u_101_2,Investments,103437,2025-06-30
u_101,2025-06-09,Shopping,1789,Debit,Shopping Purchase,g_u_101_2,Investments,103437,2025-06-30
u_101,2025-06-13,Food,1457,Debit,Food Purchase,g_u_101_2,Investments,103437,2025-06-30
u_101,2025-06-18,Shopping,1195,Debit,Shopping Purchase,g_u_101_2,Investments,103437,2025-06-30
u_101,2025-06-25,Bills,1462,Debit,Bills Purchase,g_u_101_2,Investments,103437,2025-06-30
u_101,2025-06-27,Entertainment,335,Debit,Entertainment Purchase,g_u_101_2,Investments,103437,2025-06-30
u_101,2025-06-28,Transport,386,Debit,Transport Purchase,g_u_101_2,Investments,103437,2025-06-30
u_102,2025-01-01,Income,50000,Credit,Salary,g_u_102_1,Bike Downpayment,41550,2025-04-01
u_102,2025-01-01,Housing,15000,Debit,Rent,g_u_102_1,Bike Downpayment,41550,2025-04-01
u_102,2025-01-02,Health,1160,Debit,Health Purchase,g_u_102_1,Bike Downpayment,41550,2025-04-01
u_102,2025-01-05,Bills,2032,Debit,Bills Purchase,g_u_102_1,Bike Downpayment,41550,2025-04-01
u_102,2025-01-07,Bills,881,Debit,Bills Purchase,g_u_102_1,Bike Downpayment,41550,2025-04-01
u_102,2025-01-09,Shopping,1965,Debit,Shopping Purchase,g_u_102_1,Bike Downpayment,41550,2025-04-01
u_102,2025-01-12,Transport,187,Debit,Transport Purchase,g_u_102_1,Bike Downpayment,41550,2025-04-01
u_102,2025-01-13,Health,981,Debit,Health Purchase,g_u_102_1,Bike Downpayment,41550,2025-04-01
u_102,2025-01-16,Shopping,1813,Debit,Shopping Purchase,g_u_102_1,Bike Downpayment,41550,2025-04-01
u_102,2025-01-21,Health,1965,Debit,Health Purchase,g_u_102_1,Bike Downpayment,41550,2025-04-01
u_102,2025-01-26,Shopping,754,Debit,Shopping Purchase,g_u_102_1,Bike Downpayment,41550,2025-04-01
u_102,2025-01-27,Entertainment,1957,Debit,Entertainment Purchase,g_u_102_1,Bike Downpayment,41550,2025-04-01
u_102,2025-01-30,Entertainment,920,Debit,Entertainment Purchase,g_u_102_1,Bike Downpayment,41550,2025-04-01
u_102,2025-01-31,Transport,190,Debit,Transport Purchase,g_u_102_1,Bike Downpayment,41550,2025-04-01
u_102,2025-02-01,Income,50000,Credit,Salary,g_u_102_1,Bike Downpayment,41550,2025-04-01
u_102,2025-02-01,Housing,15000,Debit,Rent,g_u_102_1,Bike Downpayment,41550,2025-04-01
u_102,2025-02-01,Entertainment,614,Debit,Entertainment Purchase,g_u_102_1,Bike Downpayment,41550,2025-04-01
u_102,2025-02-05,Bills,2175,Debit,Bills Purchase,g_u_102_1,Bike Downpayment,41550,2025-04-01
u_102,2025-02-06,Food,425,Debit,Food Purchase,g_u_102_1,Bike Downpayment,41550,2025-04-01
u_102,2025-02-08,Shopping,2576,Debit,Shopping Purchase,g_u_102_1,Bike Downpayment,41550,2025-04-01
u_102,2025-02-10,Food,1227,Debit,Food Purchase,g_u_102_1,Bike Downpayment,41550,2025-04-01
u_102,2025-02-18,Entertainment,378,Debit,Entertainment Purchase,g_u_102_1,Bike Downpayment,41550,2025-04-01
u_102,2025-02-21,Shopping,1689,Debit,Shopping Purchase,g_u_102_1,Bike Downpayment,41550,2025-04-01
u_102,2025-02-22,Entertainment,1748,Debit,Entertainment Purchase,g_u_102_1,Bike Downpayment,41550,2025-04-01
u_102,2025-02-24,Shopping,593,Debit,Shopping Purchase,g_u_102_1,Bike Downpayment,41550,2025-04-01
u_102,2025-02-27,Health,259,Debit,Health Purchase,g_u_102_1,Bike Downpayment,41550,2025-04-01
u_102,2025-03-01,Income,50000,Credit,Salary,g_u_102_1,Bike Downpayment,41550,2025-04-01
u_102,2025-03-01,Housing,15000,Debit,Rent,g_u_102_1,Bike Downpayment,41550,2025-04-01
u_102,2025-03-03,Health,1589,Debit,Health Purchase,g_u_102_1,Bike Downpayment,41550,2025-04-01
u_102,2025-03-05,Transport,261,Debit,Transport Purchase,g_u_102_1,Bike Downpayment,41550,2025-04-01
u_102,2025-03-07,Transport,380,Debit,Transport Purchase,g_u_102_1,Bike Downpayment,41550,2025-04-01
u_102,2025-03-08,Food,946,Debit,Food Purchase,g_u_102_1,Bike Downpayment,41550,2025-04-01
u_102,2025-03-10,Transport,145,Debit,Transport Purchase,g_u_102_1,Bike Downpayment,41550,2025-04-01
u_102,2025-03-17,Shopping,2170,Debit,Shopping Purchase,g_u_102_1,Bike Downpayment,41550,2025-04-01
u_102,2025-03-21,Entertainment,355,Debit,Entertainment Purchase,g_u_102_1,Bike Downpayment,41550,2025-04-01
u_102,2025-03-22,Health,1785,Debit,Health Purchase,g_u_102_1,Bike Downpayment,41550,2025-04-01
u_102,2025-03-25,Bills,1893,Debit,Bills Purchase,g_u_102_1,Bike Downpayment,41550,2025-04-01
u_102,2025-03-26,Food,1001,Debit,Food Purchase,g_u_102_1,Bike Downpayment,41550,2025-04-01
u_102,2025-03-30,Bills,697,Debit,Bills Purchase,g_u_102_1,Bike Downpayment,41550,2025-04-01
u_102,2025-04-01,Income,50000,Credit,Salary,g_u_102_1,Bike Downpayment,41550,2025-04-01
u_102,2025-04-01,Housing,15000,Debit,Rent,g_u_102_1,Bike Downpayment,41550,2025-04-01
u_102,2025-04-02,Transport,122,Debit,Transport Purchase,g_u_102_2,Gaming Console,46936,2025-06-30
u_102,2025-04-04,Bills,1349,Debit,Bills Purchase,g_u_102_2,Gaming Console,46936,2025-06-30
u_102,2025-04-06,Shopping,2756,Debit,Shopping Purchase,g_u_102_2,Gaming Console,46936,2025-06-30
u_102,2025-04-08,Food,1086,Debit,Food Purchase,g_u_102_2,Gaming Console,46936,2025-06-30
u_102,2025-04-09,Bills,2081,Debit,Bills Purchase,g_u_102_2,Gaming Console,46936,2025-06-30
u_102,2025-04-10,Transport,79,Debit,Transport Purchase,g_u_102_2,Gaming Console,46936,2025-06-30
u_102,2025-04-13,Transport,327,Debit,Transport Purchase,g_u_102_2,Gaming Console,46936,2025-06-30
u_102,2025-04-17,Health,728,Debit,Health Purchase,g_u_102_2,Gaming Console,46936,2025-06-30
u_102,2025-04-19,Food,528,Debit,Food Purchase,g_u_102_2,Gaming Console,46936,2025-06-30
u_102,2025-04-21,Food,996,Debit,Food Purchase,g_u_102_2,Gaming Console,46936,2025-06-30
u_102,2025-04-22,Transport,244,Debit,Transport Purchase,g_u_102_2,Gaming Console,46936,2025-06-30
u_102,2025-04-24,Transport,147,Debit,Transport Purchase,g_u_102_2,Gaming Console,46936,2025-06-30
u_102,2025-04-27,Health,710,Debit,Health Purchase,g_u_102_2,Gaming Console,46936,2025-06-30
u_102,2025-04-30,Transport,364,Debit,Transport Purchase,g_u_102_2,Gaming Console,46936,2025-06-30
u_102,2025-05-01,Income,50000,Credit,Salary,g_u_102_2,Gaming Console,46936,2025-06-30
u_102,2025-05-01,Housing,15000,Debit,Rent,g_u_102_2,Gaming Console,46936,2025-06-30
u_102,2025-05-02,Entertainment,1584,Debit,Entertainment Purchase,g_u_102_2,Gaming Console,46936,2025-06-30
u_102,2025-05-04,Food,1455,Debit,Food Purchase,g_u_102_2,Gaming Console,46936,2025-06-30
u_102,2025-05-07,Shopping,1755,Debit,Shopping Purchase,g_u_102_2,Gaming Console,46936,2025-06-30
u_102,2025-05-09,Transport,391,Debit,Transport Purchase,g_u_102_2,Gaming Console,46936,2025-06-30
u_102,2025-05-12,Health,1702,Debit,Health Purchase,g_u_102_2,Gaming Console,46936,2025-06-30
u_102,2025-05-13,Entertainment,495,Debit,Entertainment Purchase,g_u_102_2,Gaming Console,46936,2025-06-30
u_102,2025-05-15,Shopping,2835,Debit,Shopping Purchase,g_u_102_2,Gaming Console,46936,2025-06-30
u_102,2025-05-16,Bills,934,Debit,Bills Purchase,g_u_102_2,Gaming Console,46936,2025-06-30
u_102,2025-05-18,Bills,2386,Debit,Bills Purchase,g_u_102_2,Gaming Console,46936,2025-06-30
u_102,2025-05-21,Food,759,Debit,Food Purchase,g_u_102_2,Gaming Console,46936,2025-06-30
u_102,2025-05-23,Shopping,2843,Debit,Shopping Purchase,g_u_102_2,Gaming Console,46936,2025-06-30
u_102,2025-05-25,Shopping,1493,Debit,Shopping Purchase,g_u_102_2,Gaming Console,46936,2025-06-30
u_102,2025-05-26,Entertainment,1491,Debit,Entertainment Purchase,g_u_102_2,Gaming Console,46936,2025-06-30
u_102,2025-05-30,Bills,1332,Debit,Bills Purchase,g_u_102_2,Gaming Console,46936,2025-06-30
u_102,2025-06-01,Income,50000,Credit,Salary,g_u_102_2,Gaming Console,46936,2025-06-30
u_102,2025-06-01,Housing,15000,Debit,Rent,g_u_102_2,Gaming Console,46936,2025-06-30
u_102,2025-06-01,Food,462,Debit,Food Purchase,g_u_102_2,Gaming Console,46936,2025-06-30
u_102,2025-06-02,Bills,1844,Debit,Bills Purchase,g_u_102_2,Gaming Console,46936,2025-06-30
u_102,2025-06-03,Food,709,Debit,Food Purchase,g_u_102_2,Gaming Console,46936,2025-06-30
u_102,2025-06-06,Bills,707,Debit,Bills Purchase,g_u_102_2,Gaming Console,46936,2025-06-30
u_102,2025-06-08,Food,1482,Debit,Food Purchase,g_u_102_2,Gaming Console,46936,2025-06-30
u_102,2025-06-09,Transport,80,Debit,Transport Purchase,g_u_102_2,Gaming Console,46936,2025-06-30
u_102,2025-06-11,Entertainment,525,Debit,Entertainment Purchase,g_u_102_2,Gaming Console,46936,2025-06-30
u_102,2025-06-12,Health,1233,Debit,Health Purchase,g_u_102_2,Gaming Console,46936,2025-06-30
u_102,2025-06-13,Health,383,Debit,Health Purchase,g_u_102_2,Gaming Console,46936,2025-06-30
u_102,2025-06-14,Food,285,Debit,Food Purchase,g_u_102_2,Gaming Console,46936,2025-06-30
u_102,2025-06-16,Shopping,2339,Debit,Shopping Purchase,g_u_102_2,Gaming Console,46936,2025-06-30
u_102,2025-06-18,Bills,710,Debit,Bills Purchase,g_u_102_2,Gaming Console,46936,2025-06-30
u_102,2025-06-20,Entertainment,1916,Debit,Entertainment Purchase,g_u_102_2,Gaming Console,46936,2025-06-30
u_102,2025-06-21,Shopping,2517,Debit,Shopping Purchase,g_u_102_2,Gaming Console,46936,2025-06-30
u_102,2025-06-28,Bills,997,Debit,Bills Purchase,g_u_102_2,Gaming Console,46936,2025-06-30
u_103,2025-01-01,Entertainment,342,Debit,Entertainment Purchase,g_u_103_1,Investments,103582,2025-04-01
u_103,2025-01-02,Food,480,Debit,Food Purchase,g_u_103_1,Investments,103582,2025-04-01
u_103,2025-01-05,Income,80000,Credit,Salary,g_u_103_1,Investments,103582,2025-04-01
u_103,2025-01-05,Housing,24000,Debit,Rent,g_u_103_1,Investments,103582,2025-04-01
u_103,2025-01-06,Transport,157,Debit,Transport Purchase,g_u_103_1,Investments,103582,2025-04-01
u_103,2025-01-08,Entertainment,971,Debit,Entertainment Purchase,g_u_103_1,Investments,103582,2025-04-01
u_103,2025-01-10,Health,1748,Debit,Health Purchase,g_u_103_1,Investments,103582,2025-04-01
u_103,2025-01-14,Food,1154,Debit,Food Purchase,g_u_103_1,Investments,103582,2025-04-01
u_103,2025-01-15,Bills,2057,Debit,Bills Purchase,g_u_103_1,Investments,103582,2025-04-01
